OriginPage	LinkToPage	LinkToPageStatus	LinkToPageTitle	OriginPageDate	OriginPageTitle
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/node_modules/todomvc-common/base.css	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/node_modules/todomvc-app-css/index.css	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/node_modules/todomvc-common/base.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/node_modules/angular/angular.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/node_modules/angular-route/angular-route.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/node_modules/angular-resource/angular-resource.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/js/app.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/js/controllers/todoCtrl.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/js/services/todoStorage.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/js/directives/todoFocus.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/angularjs/	http://todomvc.com/examples/angularjs/js/directives/todoEscape.js	ok		02.09.2018  10:14:05	AngularJS • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/todomvc-common/base.css	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/todomvc-app-css/index.css	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://github.com/petehunt/	ok	petehunt	02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react-backbone/	http://github.com/petehunt/	ok	petehunt	02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-alt/	http://github.com/petehunt/	ok	petehunt	02.09.2018  10:14:05	React + Alt • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/todomvc-common/base.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/react/dist/react-with-addons.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/classnames/index.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/react/dist/JSXTransformer.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/node_modules/director/build/director.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/js/utils.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/js/todoModel.js	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/js/todoItem.jsx	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/js/footer.jsx	ok		02.09.2018  10:14:05	React • TodoMVC
http://todomvc.com/examples/react/	http://todomvc.com/examples/react/js/app.jsx	ok		02.09.2018  10:14:05	React • TodoMVC
http://marionettejs.com/	https://marionettejs.com/	ok	redir		Backbone.Marionette
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/todomvc-common/base.css	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/todomvc-app-css/index.css	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/todomvc-common/base.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/react/dist/react.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/react/dist/JSXTransformer.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/classnames/index.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/jquery/dist/jquery.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/underscore/underscore.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/backbone/backbone.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/node_modules/backbone.localstorage/backbone.localStorage.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/js/todo.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/js/todos.js	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/js/todoItem.jsx	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/js/footer.jsx	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://todomvc.com/examples/react-backbone/	http://todomvc.com/examples/react-backbone/js/app.jsx	ok		02.09.2018  10:14:05	React + Backbone • TodoMVC
http://knockmeout.net/	http://www.knockmeout.net/	ok	redir		Ryan Niemeyer
http://todomvc.com/examples/enyo_backbone	http://todomvc.com/examples/enyo_backbone/	ok	Enyo & Backbone.js • TodoMVC		Enyo +<br>Backbone.js
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/node_modules/todomvc-common/base.css	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/node_modules/todomvc-app-css/index.css	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://twitter.com/cburgdorf	ok	Christoph Burgdorf	02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/angularjs_require/	http://twitter.com/cburgdorf	ok	Christoph Burgdorf	02.09.2018  10:14:05	AngularJS & RequireJS • TodoMVC
http://todomvc.com/examples/typescript-angular/	http://twitter.com/cburgdorf	ok	Christoph Burgdorf	02.09.2018  10:14:05	Typescript & AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://ericbidelman.com/	ok	Eric Bidelman	02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/angularjs_require/	http://ericbidelman.com/	ok	Eric Bidelman	02.09.2018  10:14:05	AngularJS & RequireJS • TodoMVC
http://todomvc.com/examples/typescript-angular/	http://ericbidelman.com/	ok	Eric Bidelman	02.09.2018  10:14:05	Typescript & AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://twitter.com/_davideast	ok	David East	02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://jacobmumm.com/	ok	Jacob Mumm	02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/angularjs_require/	http://jacobmumm.com/	ok	Jacob Mumm	02.09.2018  10:14:05	AngularJS & RequireJS • TodoMVC
http://todomvc.com/examples/typescript-angular/	http://jacobmumm.com/	ok	Jacob Mumm	02.09.2018  10:14:05	Typescript & AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://blog.igorminar.com/	ok	Igor Minar	02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/angularjs_require/	http://blog.igorminar.com/	ok	Igor Minar	02.09.2018  10:14:05	AngularJS & RequireJS • TodoMVC
http://todomvc.com/examples/typescript-angular/	http://blog.igorminar.com/	ok	Igor Minar	02.09.2018  10:14:05	Typescript & AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://cdn.firebase.com/js/client/2.2.2/firebase.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/node_modules/todomvc-common/base.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/node_modules/angular/angular.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/node_modules/angularfire/dist/angularfire.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/js/app.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/js/controllers/todoCtrl.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/js/directives/todoFocus.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/js/directives/todoBlur.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/firebase-angular/	http://todomvc.com/examples/firebase-angular/js/directives/todoEscape.js	ok		02.09.2018  10:14:05	Firebase &amp; AngularJS • TodoMVC
http://todomvc.com/examples/angular-dart/web	http://todomvc.com/examples/angular-dart/web/	ok	AngularDart • TodoMVC		AngularDart
http://github.com/petehunt/	https://github.com/petehunt/	ok	redir		petehunt
http://todomvc.com/examples/angularjs/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/backbone_marionette/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/vanillajs/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/backbone_require/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/mithril/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/firebase-angular/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/react-backbone/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/backbone/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/reagent/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/vue/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/lavaca_require/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/react/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/polymer/bower_components/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/knockoutjs/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/spine/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/jquery/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/angular-dart/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/typescript-angular/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/angular2/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/vanilla-es6/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/canjs_require/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/dojo/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/canjs/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/knockoutjs_require/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/closure/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/typescript-react/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/riotjs/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/angularjs_require/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/vanilladart/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/kotlin-react/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/typescript-backbone/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/knockback/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/elm/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
http://todomvc.com/examples/enyo_backbone/node_modules/todomvc-app-css/index.css	data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%2240%22%20height%3D%2240%22%20viewBox%3D%22-10%20-18%20100%20135%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2250%22%20r%3D%2250%22%20fill%3D%22none%22%20stroke%3D%22%23ededed%22%20stroke-width%3D%223%22/%3E%3C/svg%3E	not found		02.09.2018  10:14:05	
